,category,vanilla_name,btw_name,vanilla_path,btw_path
56,block,blue_concrete,decoBlockConcrete_blue,/assets/minecraft/textures/block/blue_concrete.png,/textures/blocks/decoBlockConcrete_blue.png
57,block,blue_concrete_powder,decoBlockConcretePowder_blue,/assets/minecraft/textures/block/blue_concrete_powder.png,/textures/blocks/decoBlockConcretePowder_blue.png
58,block,blue_glazed_terracotta,decoBlockGlazedTerracotta_blue_0,/assets/minecraft/textures/block/blue_glazed_terracotta.png,/textures/blocks/decoBlockGlazedTerracotta_blue_0.png
59,block,blue_orchid,decoBlockFlower_8,/assets/minecraft/textures/block/blue_orchid.png,/textures/blocks/decoBlockFlower_8.png
60,block,blue_stained_glass,decoBlockStainedGlass_blue,/assets/minecraft/textures/block/blue_stained_glass.png,/textures/blocks/decoBlockStainedGlass_blue.png
61,block,blue_terracotta,decoBlockTerracottaStained_blue,/assets/minecraft/textures/block/blue_terracotta.png,/textures/blocks/decoBlockTerracottaStained_blue.png
62,block,blue_wool,decoBlockCarpet_blue,/assets/minecraft/textures/block/blue_wool.png,/textures/blocks/decoBlockCarpet_blue.png
63,block,blue_wool,cloth_11,/assets/minecraft/textures/block/blue_wool.png,/textures/blocks/cloth_11.png
64,block,bone_block_side,decoBlockBonePillar_side,/assets/minecraft/textures/block/bone_block_side.png,/textures/blocks/decoBlockBonePillar_side.png
65,block,bone_block_top,decoBlockBonePillar_top,/assets/minecraft/textures/block/bone_block_top.png,/textures/blocks/decoBlockBonePillar_top.png
66,block,bookshelf,bookshelf,/assets/minecraft/textures/block/bookshelf.png,/textures/blocks/bookshelf.png
67,block,brewing_stand_base,brewingStand_base,/assets/minecraft/textures/block/brewing_stand_base.png,/textures/blocks/brewingStand_base.png
68,block,bricks,brick,/assets/minecraft/textures/block/bricks.png,/textures/blocks/brick.png
69,block,bricks,fcBlockDecorativeBrick,/assets/minecraft/textures/block/bricks.png,/textures/blocks/fcBlockDecorativeBrick.png
70,block,brown_concrete,decoBlockConcrete_brown,/assets/minecraft/textures/block/brown_concrete.png,/textures/blocks/decoBlockConcrete_brown.png
71,block,brown_concrete,decoBlockConcreteColumn_brown,/assets/minecraft/textures/block/brown_concrete.png,/textures/blocks/decoBlockConcreteColumn_brown.png
72,block,brown_concrete_powder,decoBlockConcretePowder_brown,/assets/minecraft/textures/block/brown_concrete_powder.png,/textures/blocks/decoBlockConcretePowder_brown.png
73,block,brown_glazed_terracotta,decoBlockGlazedTerracotta_brown_0,/assets/minecraft/textures/block/brown_glazed_terracotta.png,/textures/blocks/decoBlockGlazedTerracotta_brown_0.png
74,block,brown_mushroom,mushroom_brown,/assets/minecraft/textures/block/brown_mushroom.png,/textures/blocks/mushroom_brown.png
75,block,brown_mushroom_block,mushroom_skin_brown,/assets/minecraft/textures/block/brown_mushroom_block.png,/textures/blocks/mushroom_skin_brown.png
76,block,brown_stained_glass,decoBlockStainedGlass_brown,/assets/minecraft/textures/block/brown_stained_glass.png,/textures/blocks/decoBlockStainedGlass_brown.png
77,block,brown_terracotta,decoBlockTerracottaStained_brown,/assets/minecraft/textures/block/brown_terracotta.png,/textures/blocks/decoBlockTerracottaStained_brown.png
78,block,brown_wool,decoBlockCarpet_brown,/assets/minecraft/textures/block/brown_wool.png,/textures/blocks/decoBlockCarpet_brown.png
79,block,brown_wool,cloth_12,/assets/minecraft/textures/block/brown_wool.png,/textures/blocks/cloth_12.png
80,block,cactus_bottom,cactus_bottom,/assets/minecraft/textures/block/cactus_bottom.png,/textures/blocks/cactus_bottom.png
81,block,cactus_side,cactus_side,/assets/minecraft/textures/block/cactus_side.png,/textures/blocks/cactus_side.png
82,block,cactus_top,cactus_top,/assets/minecraft/textures/block/cactus_top.png,/textures/blocks/cactus_top.png
83,block,cake_bottom,cake_bottom,/assets/minecraft/textures/block/cake_bottom.png,/textures/blocks/cake_bottom.png
84,block,cake_inner,cake_inner,/assets/minecraft/textures/block/cake_inner.png,/textures/blocks/cake_inner.png
85,block,cake_side,cake_side,/assets/minecraft/textures/block/cake_side.png,/textures/blocks/cake_side.png
86,block,cake_top,cake_top,/assets/minecraft/textures/block/cake_top.png,/textures/blocks/cake_top.png
87,block,carrots_stage0,potatoes_0,/assets/minecraft/textures/block/carrots_stage0.png,/textures/blocks/potatoes_0.png
88,block,carrots_stage0,fcBlockCarrots_0,/assets/minecraft/textures/block/carrots_stage0.png,/textures/blocks/fcBlockCarrots_0.png
89,block,carrots_stage0,carrots_0,/assets/minecraft/textures/block/carrots_stage0.png,/textures/blocks/carrots_0.png
90,block,carrots_stage1,carrots_1,/assets/minecraft/textures/block/carrots_stage1.png,/textures/blocks/carrots_1.png
91,block,carrots_stage1,potatoes_1,/assets/minecraft/textures/block/carrots_stage1.png,/textures/blocks/potatoes_1.png
92,block,carrots_stage1,fcBlockCarrots_1,/assets/minecraft/textures/block/carrots_stage1.png,/textures/blocks/fcBlockCarrots_1.png
93,block,carrots_stage2,fcBlockCarrots_2,/assets/minecraft/textures/block/carrots_stage2.png,/textures/blocks/fcBlockCarrots_2.png
94,block,carrots_stage2,carrots_2,/assets/minecraft/textures/block/carrots_stage2.png,/textures/blocks/carrots_2.png
95,block,carrots_stage2,potatoes_2,/assets/minecraft/textures/block/carrots_stage2.png,/textures/blocks/potatoes_2.png
96,block,carrots_stage3,carrots_3,/assets/minecraft/textures/block/carrots_stage3.png,/textures/blocks/carrots_3.png
97,block,carved_pumpkin,pumpkin_face,/assets/minecraft/textures/block/carved_pumpkin.png,/textures/blocks/pumpkin_face.png
98,block,cauldron_inner,hopper_inside,/assets/minecraft/textures/block/cauldron_inner.png,/textures/blocks/hopper_inside.png
99,block,cauldron_inner,cauldron_inner,/assets/minecraft/textures/block/cauldron_inner.png,/textures/blocks/cauldron_inner.png
100,block,cauldron_top,fcBlockCauldron_top,/assets/minecraft/textures/block/cauldron_top.png,/textures/blocks/fcBlockCauldron_top.png
101,block,chipped_anvil_top,anvil_top_damaged_1,/assets/minecraft/textures/block/chipped_anvil_top.png,/textures/blocks/anvil_top_damaged_1.png
102,block,chiseled_polished_blackstone,decoBlockInfusedStoneChiseled,/assets/minecraft/textures/block/chiseled_polished_blackstone.png,/textures/blocks/decoBlockInfusedStoneChiseled.png
103,block,chiseled_quartz_block,quartzblock_chiseled,/assets/minecraft/textures/block/chiseled_quartz_block.png,/textures/blocks/quartzblock_chiseled.png
104,block,chiseled_quartz_block_top,quartzblock_chiseled_top,/assets/minecraft/textures/block/chiseled_quartz_block_top.png,/textures/blocks/quartzblock_chiseled_top.png
105,block,chiseled_red_sandstone,decoBlockRedSandstoneChiseled,/assets/minecraft/textures/block/chiseled_red_sandstone.png,/textures/blocks/decoBlockRedSandstoneChiseled.png
106,block,chiseled_sandstone,sandstone_carved,/assets/minecraft/textures/block/chiseled_sandstone.png,/textures/blocks/sandstone_carved.png
107,block,chiseled_stone_bricks,stonebricksmooth_carved,/assets/minecraft/textures/block/chiseled_stone_bricks.png,/textures/blocks/stonebricksmooth_carved.png
108,block,chiseled_stone_bricks,stonebrick_smooth_carved,/assets/minecraft/textures/block/chiseled_stone_bricks.png,/textures/blocks/stonebrick_smooth_carved.png
109,block,clay,fcBlockUnfiredClay,/assets/minecraft/textures/block/clay.png,/textures/blocks/fcBlockUnfiredClay.png
110,block,clay,fcBlockUnfiredBrick,/assets/minecraft/textures/block/clay.png,/textures/blocks/fcBlockUnfiredBrick.png
111,block,clay,fcBlockUnfiredPottery,/assets/minecraft/textures/block/clay.png,/textures/blocks/fcBlockUnfiredPottery.png
112,block,coal_block,decoBlockCoal,/assets/minecraft/textures/block/coal_block.png,/textures/blocks/decoBlockCoal.png
113,block,coal_ore,oreCoal,/assets/minecraft/textures/block/coal_ore.png,/textures/blocks/oreCoal.png
114,block,coarse_dirt,decoBlockCoarseDirt,/assets/minecraft/textures/block/coarse_dirt.png,/textures/blocks/decoBlockCoarseDirt.png
115,block,cobbled_deepslate,decoBlockSlateCobble,/assets/minecraft/textures/block/cobbled_deepslate.png,/textures/blocks/decoBlockSlateCobble.png
116,block,cobbled_deepslate,decoBlockSlate_cracked,/assets/minecraft/textures/block/cobbled_deepslate.png,/textures/blocks/decoBlockSlate_cracked.png
117,block,cobbled_deepslate,decoBlockSlateCobbleColumn,/assets/minecraft/textures/block/cobbled_deepslate.png,/textures/blocks/decoBlockSlateCobbleColumn.png
118,block,cobblestone,fcBlockStoneRough,/assets/minecraft/textures/block/cobblestone.png,/textures/blocks/fcBlockStoneRough.png
119,block,cobblestone,stonebrick,/assets/minecraft/textures/block/cobblestone.png,/textures/blocks/stonebrick.png
120,block,cobblestone,decoBlockCobblestoneColumn,/assets/minecraft/textures/block/cobblestone.png,/textures/blocks/decoBlockCobblestoneColumn.png
121,block,cobweb,web,/assets/minecraft/textures/block/cobweb.png,/textures/blocks/web.png
122,block,cocoa_stage0,cocoa_0,/assets/minecraft/textures/block/cocoa_stage0.png,/textures/blocks/cocoa_0.png
123,block,cocoa_stage1,cocoa_1,/assets/minecraft/textures/block/cocoa_stage1.png,/textures/blocks/cocoa_1.png
124,block,cocoa_stage2,cocoa_2,/assets/minecraft/textures/block/cocoa_stage2.png,/textures/blocks/cocoa_2.png
125,block,comparator_on,comparator_lit,/assets/minecraft/textures/block/comparator_on.png,/textures/blocks/comparator_lit.png
126,block,cornflower,decoBlockFlower_4,/assets/minecraft/textures/block/cornflower.png,/textures/blocks/decoBlockFlower_4.png
127,block,cracked_stone_bricks,decoBlockStoneBrickCrackedColumn,/assets/minecraft/textures/block/cracked_stone_bricks.png,/textures/blocks/decoBlockStoneBrickCrackedColumn.png
128,block,cracked_stone_bricks,stonebricksmooth_cracked,/assets/minecraft/textures/block/cracked_stone_bricks.png,/textures/blocks/stonebricksmooth_cracked.png
129,block,crafting_table_front,workbench_front,/assets/minecraft/textures/block/crafting_table_front.png,/textures/blocks/workbench_front.png
130,block,crafting_table_side,workbench_side,/assets/minecraft/textures/block/crafting_table_side.png,/textures/blocks/workbench_side.png
131,block,crafting_table_top,workbench_top,/assets/minecraft/textures/block/crafting_table_top.png,/textures/blocks/workbench_top.png
132,block,crying_obsidian,decoBlockInfusedObsidian,/assets/minecraft/textures/block/crying_obsidian.png,/textures/blocks/decoBlockInfusedObsidian.png
133,block,cut_red_sandstone,decoBlockRedSandstoneSmoothColumn,/assets/minecraft/textures/block/cut_red_sandstone.png,/textures/blocks/decoBlockRedSandstoneSmoothColumn.png
134,block,cut_red_sandstone,decoBlockRedSandstoneSmooth,/assets/minecraft/textures/block/cut_red_sandstone.png,/textures/blocks/decoBlockRedSandstoneSmooth.png
135,block,cut_sandstone,decoBlockSandstoneSmoothColumn,/assets/minecraft/textures/block/cut_sandstone.png,/textures/blocks/decoBlockSandstoneSmoothColumn.png
136,block,cut_sandstone,sandstone_smooth,/assets/minecraft/textures/block/cut_sandstone.png,/textures/blocks/sandstone_smooth.png
137,block,cyan_concrete,decoBlockConcreteColumn_cyan,/assets/minecraft/textures/block/cyan_concrete.png,/textures/blocks/decoBlockConcreteColumn_cyan.png
138,block,cyan_concrete,decoBlockConcrete_cyan,/assets/minecraft/textures/block/cyan_concrete.png,/textures/blocks/decoBlockConcrete_cyan.png
139,block,cyan_concrete_powder,decoBlockConcretePowder_cyan,/assets/minecraft/textures/block/cyan_concrete_powder.png,/textures/blocks/decoBlockConcretePowder_cyan.png
140,block,cyan_glazed_terracotta,decoBlockGlazedTerracotta_cyan_0,/assets/minecraft/textures/block/cyan_glazed_terracotta.png,/textures/blocks/decoBlockGlazedTerracotta_cyan_0.png
141,block,cyan_stained_glass,decoBlockStainedGlass_cyan,/assets/minecraft/textures/block/cyan_stained_glass.png,/textures/blocks/decoBlockStainedGlass_cyan.png
142,block,cyan_terracotta,decoBlockTerracottaStained_cyan,/assets/minecraft/textures/block/cyan_terracotta.png,/textures/blocks/decoBlockTerracottaStained_cyan.png
143,block,cyan_wool,cloth_9,/assets/minecraft/textures/block/cyan_wool.png,/textures/blocks/cloth_9.png
144,block,cyan_wool,decoBlockCarpet_cyan,/assets/minecraft/textures/block/cyan_wool.png,/textures/blocks/decoBlockCarpet_cyan.png
145,block,damaged_anvil_top,anvil_top_damaged_2,/assets/minecraft/textures/block/damaged_anvil_top.png,/textures/blocks/anvil_top_damaged_2.png
146,block,dandelion,flower,/assets/minecraft/textures/block/dandelion.png,/textures/blocks/flower.png
147,block,dark_oak_door_bottom,decoBlockDoorCherry_lower,/assets/minecraft/textures/block/dark_oak_door_bottom.png,/textures/blocks/decoBlockDoorCherry_lower.png
148,block,dark_oak_door_top,decoBlockDoorCherry_upper,/assets/minecraft/textures/block/dark_oak_door_top.png,/textures/blocks/decoBlockDoorCherry_upper.png
149,block,dark_oak_leaves,leaves,/assets/minecraft/textures/block/dark_oak_leaves.png,/textures/blocks/leaves.png
150,block,dark_oak_log,decoItemBarkCherry,/assets/minecraft/textures/block/dark_oak_log.png,/textures/items/decoItemBarkCherry.png
151,block,dark_oak_log,decoBlockLogCherry_side,/assets/minecraft/textures/block/dark_oak_log.png,/textures/blocks/decoBlockLogCherry_side.png
152,block,dark_oak_log_top,decoBlockLogCherry_top,/assets/minecraft/textures/block/dark_oak_log_top.png,/textures/blocks/decoBlockLogCherry_top.png
153,block,dark_oak_planks,decoBlockPlanksCherry,/assets/minecraft/textures/block/dark_oak_planks.png,/textures/blocks/decoBlockPlanksCherry.png
154,block,dark_oak_planks,decoBlockGateCherry,/assets/minecraft/textures/block/dark_oak_planks.png,/textures/blocks/decoBlockGateCherry.png
155,block,dark_oak_planks,decoBlockChairCherry,/assets/minecraft/textures/block/dark_oak_planks.png,/textures/blocks/decoBlockChairCherry.png
156,block,dark_oak_trapdoor,decoBlockTrapdoorCherry,/assets/minecraft/textures/block/dark_oak_trapdoor.png,/textures/blocks/decoBlockTrapdoorCherry.png
157,block,dark_prismarine,decoBlockPrismarineDarkColumn,/assets/minecraft/textures/block/dark_prismarine.png,/textures/blocks/decoBlockPrismarineDarkColumn.png
158,block,dark_prismarine,decoBlockPrismarineDark,/assets/minecraft/textures/block/dark_prismarine.png,/textures/blocks/decoBlockPrismarineDark.png
159,block,daylight_detector_side,daylightDetector_side,/assets/minecraft/textures/block/daylight_detector_side.png,/textures/blocks/daylightDetector_side.png
160,block,daylight_detector_top,daylightDetector_top,/assets/minecraft/textures/block/daylight_detector_top.png,/textures/blocks/daylightDetector_top.png
161,block,dead_bush,deadbush,/assets/minecraft/textures/block/dead_bush.png,/textures/blocks/deadbush.png
162,block,deepslate,decoBlockSlate_side,/assets/minecraft/textures/block/deepslate.png,/textures/blocks/decoBlockSlate_side.png
163,block,deepslate_bricks,decoBlockSlateBrick,/assets/minecraft/textures/block/deepslate_bricks.png,/textures/blocks/decoBlockSlateBrick.png
164,block,deepslate_bricks,decoBlockSlateBrickColumn,/assets/minecraft/textures/block/deepslate_bricks.png,/textures/blocks/decoBlockSlateBrickColumn.png
165,block,deepslate_tiles,decoBlockSlateTilesColumn,/assets/minecraft/textures/block/deepslate_tiles.png,/textures/blocks/decoBlockSlateTilesColumn.png
166,block,deepslate_tiles,decoBlockSlateTiles,/assets/minecraft/textures/block/deepslate_tiles.png,/textures/blocks/decoBlockSlateTiles.png
167,block,deepslate_top,decoBlockSlate_top,/assets/minecraft/textures/block/deepslate_top.png,/textures/blocks/decoBlockSlate_top.png
168,block,destroy_stage_0,destroy_0,/assets/minecraft/textures/block/destroy_stage_0.png,/textures/blocks/destroy_0.png
169,block,destroy_stage_1,destroy_1,/assets/minecraft/textures/block/destroy_stage_1.png,/textures/blocks/destroy_1.png
170,block,destroy_stage_2,destroy_2,/assets/minecraft/textures/block/destroy_stage_2.png,/textures/blocks/destroy_2.png
171,block,destroy_stage_3,destroy_3,/assets/minecraft/textures/block/destroy_stage_3.png,/textures/blocks/destroy_3.png
172,block,destroy_stage_4,destroy_4,/assets/minecraft/textures/block/destroy_stage_4.png,/textures/blocks/destroy_4.png
173,block,destroy_stage_5,destroy_5,/assets/minecraft/textures/block/destroy_stage_5.png,/textures/blocks/destroy_5.png
174,block,destroy_stage_6,destroy_6,/assets/minecraft/textures/block/destroy_stage_6.png,/textures/blocks/destroy_6.png
175,block,destroy_stage_7,destroy_7,/assets/minecraft/textures/block/destroy_stage_7.png,/textures/blocks/destroy_7.png
176,block,destroy_stage_8,destroy_8,/assets/minecraft/textures/block/destroy_stage_8.png,/textures/blocks/destroy_8.png
177,block,destroy_stage_9,destroy_9,/assets/minecraft/textures/block/destroy_stage_9.png,/textures/blocks/destroy_9.png
178,block,destroy_stage_9,decoOverlaySlateRough_7,/assets/minecraft/textures/block/destroy_stage_9.png,/textures/blocks/decoOverlaySlateRough_7.png
179,block,destroy_stage_9,fcOverlaySnowLoose_0,/assets/minecraft/textures/block/destroy_stage_9.png,/textures/blocks/fcOverlaySnowLoose_0.png
180,block,destroy_stage_9,fcOverlayCook_7,/assets/minecraft/textures/block/destroy_stage_9.png,/textures/blocks/fcOverlayCook_7.png
181,block,destroy_stage_9,fcOverlayStoneRough_7,/assets/minecraft/textures/block/destroy_stage_9.png,/textures/blocks/fcOverlayStoneRough_7.png
182,block,destroy_stage_9,fcOverlayUnfiredBrick_7,/assets/minecraft/textures/block/destroy_stage_9.png,/textures/blocks/fcOverlayUnfiredBrick_7.png
183,block,detector_rail,detectorRail,/assets/minecraft/textures/block/detector_rail.png,/textures/blocks/detectorRail.png
184,block,detector_rail_on,detectorRail_on,/assets/minecraft/textures/block/detector_rail_on.png,/textures/blocks/detectorRail_on.png
185,block,diamond_block,blockDiamond,/assets/minecraft/textures/block/diamond_block.png,/textures/blocks/blockDiamond.png
186,block,diamond_ore,oreDiamond,/assets/minecraft/textures/block/diamond_ore.png,/textures/blocks/oreDiamond.png
187,block,diorite,decoBlockDioriteColumn,/assets/minecraft/textures/block/diorite.png,/textures/blocks/decoBlockDioriteColumn.png
188,block,diorite,decoBlockDiorite,/assets/minecraft/textures/block/diorite.png,/textures/blocks/decoBlockDiorite.png
189,block,dirt,fcBlockMyceliumSlab_bottom,/assets/minecraft/textures/block/dirt.png,/textures/blocks/fcBlockMyceliumSlab_bottom.png
190,block,dirt,dirt,/assets/minecraft/textures/block/dirt.png,/textures/blocks/dirt.png
191,block,dirt,FCBlockBlightL1_bottom,/assets/minecraft/textures/block/dirt.png,/textures/blocks/FCBlockBlightL1_bottom.png
192,block,dirt,FCBlockBlightL0_bottom,/assets/minecraft/textures/block/dirt.png,/textures/blocks/FCBlockBlightL0_bottom.png
193,block,dispenser_front,dispenser_front,/assets/minecraft/textures/block/dispenser_front.png,/textures/blocks/dispenser_front.png
194,block,dispenser_front_vertical,dispenser_front_vertical,/assets/minecraft/textures/block/dispenser_front_vertical.png,/textures/blocks/dispenser_front_vertical.png
195,block,dragon_egg,dragonEgg,/assets/minecraft/textures/block/dragon_egg.png,/textures/blocks/dragonEgg.png
196,block,dropper_front,dropper_front,/assets/minecraft/textures/block/dropper_front.png,/textures/blocks/dropper_front.png
197,block,dropper_front_vertical,dropper_front_vertical,/assets/minecraft/textures/block/dropper_front_vertical.png,/textures/blocks/dropper_front_vertical.png
198,block,emerald_block,blockEmerald,/assets/minecraft/textures/block/emerald_block.png,/textures/blocks/blockEmerald.png
199,block,emerald_ore,oreEmerald,/assets/minecraft/textures/block/emerald_ore.png,/textures/blocks/oreEmerald.png
200,block,enchanting_table_bottom,enchantment_bottom,/assets/minecraft/textures/block/enchanting_table_bottom.png,/textures/blocks/enchantment_bottom.png
201,block,enchanting_table_side,enchantment_side,/assets/minecraft/textures/block/enchanting_table_side.png,/textures/blocks/enchantment_side.png
202,block,enchanting_table_top,enchantment_top,/assets/minecraft/textures/block/enchanting_table_top.png,/textures/blocks/enchantment_top.png
203,block,end_portal_frame_eye,endframe_eye,/assets/minecraft/textures/block/end_portal_frame_eye.png,/textures/blocks/endframe_eye.png
204,block,end_portal_frame_side,endframe_side,/assets/minecraft/textures/block/end_portal_frame_side.png,/textures/blocks/endframe_side.png
205,block,end_portal_frame_top,endframe_top,/assets/minecraft/textures/block/end_portal_frame_top.png,/textures/blocks/endframe_top.png
206,block,end_stone,whiteStone,/assets/minecraft/textures/block/end_stone.png,/textures/blocks/whiteStone.png
207,block,end_stone_bricks,decoBlockEndStoneBrick,/assets/minecraft/textures/block/end_stone_bricks.png,/textures/blocks/decoBlockEndStoneBrick.png
